"Declaration Date","Incident Begin Date","Incident End Date","Declaration Type","State Name","Incident Type","Closeout Date","Region","State","County","City","Zip Code","Total Damage","Total Approved IHP Amount of Owner","Repair/Replace Amount of Owner","Rental Amount of Owner","Other Needs Amount of Owner","Total Approved IHP Amount of Renter","Repair/Replace Amount of Renter","Rental Amount of Renter","Other Needs Amount of Renter","lat","lon","Total_Support_Provided","Total_IHP_Approved_Amount","Support_Efficiency"
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","DAYTONA BEACH",32114,1564010.59,926716.1,458156.37,120240,303646.44,1703666.23,0,427942,1166624.88,29.1987957,-81.0423429,2476609.69,2630382.33,153772
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","DAYTONA BEACH",32117,1053306.38,636629.25,283216.34,57028,264028,678195.9,0,155878,488500.9,29.240991,-81.0699462,1248651.24,1314825.15,66173
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","DAYTONA BEACH",32118,1819174.41,622440.26,300018.23,68602,207241.58,918038.5,0,243099,592003.25,29.2046542,-81.0009199,1410964.06,1540478.76,129514
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","DAYTONA BEACH",32119,783272.08,433854.32,197240.76,43140,169581.8,82430.83,733.68,18222.32,54292.32,29.168117,-81.01473,483210.88,516285.15,33074
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","DAYTONA BEACH",32124,117386.42,77655.04,16529.79,1748,57230.05,31906.96,0,2650,27458.07,29.1938956,-81.1416691,105615.91,109562,3946
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","DAYTONA BEACH",32127,3763.51,4255.51,1122.97,0,2640.54,3439.44,0,1666,1281.44,29.1145775,-80.9745372,6710.95,7694.95,984
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","DAYTONA BEACH SHORES",32118,70763.47,21041.03,12189.94,3224,4870.31,27864.02,0,11506,15109.63,29.1760933,-80.9828323,46899.88,48905.05,2005
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","DEBARY",32713,1720119.68,810484.56,229564.26,37992,517912.35,125562.53,0,41611,75518.52,28.8713443,-81.3289397,902598.13,936047.09,33448
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","DELAND",32720,2359486.48,1374831.46,395203.13,58166,865624.07,474278.67,0,123429.04,320626.39,29.0128283,-81.3729372,1763048.63,1849110.13,86061
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","DELAND",32724,2925921.41,1605956.56,590814.92,86112,857647.8,386471.74,2550,73063,284795.04,29.028318,-81.3031179,1894982.76,1992428.3,97445
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","DE LEON SPRINGS",32130,947901.13,471638.5,159158.68,17786,275735.9,75870.44,0,18136,56258.44,29.1194268,-81.3514536,527075.02,547508.94,20433
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","DELTONA",32725,4337555.39,1419255.73,255488.04,38380,1031225.45,479536.25,0,138039,315713.29,28.8887495,-81.2408689,1778845.78,1898791.98,119946
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","DELTONA",32738,4905866.27,1783013.93,326640.29,62926.23,1250419.38,803795.82,0,188564,558847.19,28.9075315,-81.1747498,2387397.09,2586809.75,199412
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","EDGEWATER",32132,1079354.54,426188.52,170244.34,15900,215152.43,145785.34,0,28989,100360.09,28.963612,-80.9760556,530645.86,571973.86,41328
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","EDGEWATER",32141,2596558.07,972297.82,172323.39,16172,719680.6,258878.34,0,49989,190825.12,28.9129513,-80.9097127,1148990.11,1231176.16,82186
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","ENTERPRISE",32725,91719.06,40223.87,11809.01,1968,25714.89,5730.63,0,4316,1414.63,28.8629262,-81.2436227,45222.53,45954.5,731
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","HOLLY HILL",32117,783626.36,492845.33,200166.61,40423.47,235529.75,280368.86,0,68098,193419.63,29.240991,-81.0699462,737637.46,773214.19,35576
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","LAKE HELEN",32744,431296.26,190279.39,93218.01,6932,84931.14,18047.78,0,3906,13297.66,28.9808195,-81.2333936,202284.81,208327.17,6042
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","NEW SMYRNA BEACH",32168,2583178.4,1178650.5,455476.72,67803,599690.78,392664.28,0,84287,271791.66,29.0258191,-80.9269984,1479049.16,1571314.78,92265
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","NEW SMYRNA BEACH",32169,1276802.06,434540.05,184996.92,35533,181603.8,189179.11,0,63396,109749.41,29.003795,-80.8875861,575279.13,623719.16,48440
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","OAK HILL",32759,1505043.89,909130.15,423644.17,96583.71,363959.17,208295.85,5100,44882,146848.93,28.8644338,-80.8544974,1081017.98,1117426,36408
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","ORANGE CITY",32763,1290783.9,708051.45,170587.55,27990,476721.83,112986.19,0,24438,79469.64,28.9392593,-81.3069315,779207.02,821037.64,41830
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","ORMOND BEACH",32174,3081609.5,1618747.36,446115.13,79870,1021690.13,282543.6,0,80672,184404.83,29.2858129,-81.0558894,1812752.09,1901290.96,88538
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","ORMOND BEACH",32176,1256560.51,533101.6,213881.79,42354,228976.77,299231.68,0,95284,171827.85,29.2971256,-81.0478643,752324.41,832333.28,80008
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","OSTEEN",32764,1152419.91,457138.3,211796.75,31249,198512.17,91411.83,0,17668,66855.83,28.8461019,-81.1625612,526081.75,548550.13,22468
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","PIERSON",32180,559989.9,390474.31,180035,18914,184505.48,27204.74,0,5538,18714.74,29.2394229,-81.4656252,407707.22,417679.05,9971
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","PONCE INLET",32127,269450.21,94307.07,27717.06,6146,52348.06,9543.83,0,4618,4925.83,29.1145775,-80.9745372,95754.95,103850.9,8095
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","PORT ORANGE",32127,5117179.85,2087349.7,924481.08,209954.54,819339,590755.58,0,130054,414749.22,29.1145775,-80.9745372,2498577.84,2678105.28,179527
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","PORT ORANGE",32128,832616.99,409184.38,106366.7,7018,283137.57,91730.39,0,18806,69305,29.084946,-81.0644263,484633.27,500914.77,16281
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","PORT ORANGE",32129,2483839.31,1124861.17,429408.86,91081,547851.18,208456.29,0,58502,124841.52,29.1342653,-81.0257763,1251684.56,1333317.46,81632
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","PT ORANGE",32127,118671.28,35551.24,13175.95,2650,18528.45,10205.13,0,2499,7214.13,29.1145775,-80.9745372,44067.53,45756.37,1688
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","S DAYTONA",32119,172573.22,72978.04,33002.68,6940,28901.15,44392.14,0,7212,35769.96,29.1953588,-81.0266779,111825.79,117370.18,5544
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","S DAYTONA BCH",32119,56208.74,27827.15,14337.71,3314,8483.59,4025.53,0,2240,801.53,29.1953588,-81.0266779,29176.83,31852.68,2675
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","SEVILLE",32190,354666.74,161878.46,94693.37,8576,54673.09,14693.03,0,4480,10213.03,29.3169208,-81.4925714,172635.49,176571.49,3936
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","SOUTH DAYTONA",32119,1605684.14,784111.29,332460.13,78381,335255.57,486680.53,0,135644,304141.6,29.168117,-81.01473,1185882.3,1270791.82,84909
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","SOUTH DAYTONA",32119,1605684.14,784111.29,332460.13,78381,335255.57,1955.17,0,984,971.17,29.168117,-81.01473,748051.87,786066.46,38014
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Volusia","WILBUR BY THE SEA",32127,84889.63,39194.8,20907.42,1748,15555.38,6858.93,0,984,5701.45,29.1289351,-80.9574023,44896.25,46053.73,1157
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Seminole","CASSELBERRY",32730,41737.56,20706.7,8623.22,687,9780.48,29647.04,0,20028,8245.04,28.6553497,-81.3426916,47363.74,50353.74,2990
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Seminole","CHULUOTA",32766,177589.77,124898.33,27652.75,0,95184.58,19607.03,0,5853,12380.03,28.6418949,-81.1236544,141070.36,144505.36,3434
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Seminole","FERN PARK",32730,79399.45,36362.39,8990.59,3014,22296.8,24638.35,0,9574,12009.7,28.6553497,-81.3426916,55885.09,61000.74,5115
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Seminole","GENEVA",32732,1006423.01,466426.15,211164.18,50432,180827.53,89180.27,0,26714,53073.27,28.7397163,-81.1150616,522210.98,555606.42,33395
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Seminole","LAKE MARY",32746,575489.94,270600.3,24890.4,8231,223738.9,63096.12,0,25349,31564.12,28.7588833,-81.3178446,313773.42,333696.42,19923
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Seminole","LAKE MONROE",32747,47324.61,28169.82,14118.26,3526,9151.56,13992.43,0,2152,10466.43,28.8189115,-81.3227588,39414.25,42162.25,2748
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Seminole","LONGWOOD",32750,589894.56,312138.62,33669.35,8200,262168.6,65201.71,0,14994.5,44743.66,28.7030519,-81.3384011,363776.11,377340.33,13564
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Seminole","LONGWOOD",32779,455349.34,221111.85,24033.36,3526,188012.75,9658.07,0,3998,2912.07,28.7150611,-81.4169093,222482.18,230769.92,8287
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Seminole","MAITLAND",32751,73873.8,33397.91,3570.61,0,29140.3,23186.92,0,14720,2970.92,28.6366753,-81.3674389,50401.83,56584.83,6183
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Seminole","OVIEDO",32765,1388402.7,544284.56,115337.28,42190,335932.28,187726.25,0,75014,88040.29,28.6777437,-81.1967958,656513.85,732010.81,75496
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Pinellas","SAINT PETERSBURG",33709,40759.78,37801.9,11578.84,5854,18479.06,26350.72,0,6878,17582.72,27.8219579,-82.7401087,60372.62,64152.62,3780
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Pinellas","SAINT PETERSBURG",33711,108012.86,65850.49,41757.84,12076,11386.65,171545.07,0,81074,90471.07,27.7374908,-82.6861446,236765.56,237395.56,630
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Pinellas","SAINT PETERSBURG",33712,150480.01,135897.1,83135.59,24480,28281.51,131530.09,0,77386,52708.09,27.7480089,-82.6645469,265991.19,267427.19,1436
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Pinellas","SAINT PETERSBURG",33713,42799.11,23977.8,10750.49,3124,9473.31,37584.57,0,15344,21610.57,27.7896783,-82.6807458,60302.37,61562.37,1259
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Pinellas","SAINT PETERSBURG",33714,37474.28,18875.44,7281.97,4082,6881.47,12483.29,0,4594,7791.19,27.8185373,-82.6753466,30630.63,31358.73,728
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Pinellas","SAINT PETERSBURG",33716,9178.11,10245.84,5872.34,3780,593.5,630,0,0,0,27.8756643,-82.6537455,10245.84,10875.84,630
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Pinellas","SEMINOLE",33772,19778.66,16021.16,3193.08,5815,6383.08,2146.67,0,1260,886.67,27.8480989,-82.7940297,17537.83,18167.83,630
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Pinellas","SEMINOLE",33776,38269.67,7158.13,0,0,6528.13,0,0,0,0,27.8497836,-82.8263615,6528.13,7158.13,630
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Pinellas","TARPON SPRINGS",34689,161761.77,70778.29,39220.59,9280,21647.7,13440.05,0,1260,12180.05,28.1436975,-82.7670745,83588.34,84218.34,630
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Polk","ALTURAS",33820,142824.48,22466.52,6321.37,2899,12328.15,10554.08,0,918,9636.08,27.8721511,-81.7150107,32102.6,33020.6,918
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Polk","AUBURNDALE",33823,4379762.9,622635.55,234635.3,35769,339701.63,328977.45,0,78143,236605.45,28.0776415,-81.8005724,924854.38,951613,26758
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Polk","BABSON PARK",33827,273004.04,144824.03,69252.99,9748,60315.04,57146.7,0,13833,41477.7,27.8319708,-81.5222974,194626.73,201970.73,7344
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Polk","BARTOW",33830,1343217.7,800564.43,359842.06,94630.23,324193.73,427067.81,0,110782,299177.83,27.8915661,-81.8005724,1188625.85,1227632.24,39006
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Polk","BRADLEY",33835,29513.39,15706.32,10784.76,945,3517.56,19564.4,0,4522,15042.4,27.7898925,-81.8605195,34811.72,35270.72,459
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","St. Lucie","FORT PIERCE",34950,4055573.61,1888404.33,920731.87,250275.29,567867.31,4361763.97,0,1231734.07,2908122.61,27.4414482,-80.3268812,5878731.15,6250168.3,371437
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","St. Lucie","FORT PIERCE",34951,5885812.22,1852025.86,462412.53,117223,1047617.39,622422.61,5100,197254.5,367469.2,27.5243797,-80.4326521,2197076.62,2474448.47,277371
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","St. Lucie","FORT PIERCE",34952,63216.64,53872.45,19233.82,6017,24229.63,33574.49,0,10914,19915.49,27.2932971,-80.2878794,80309.94,87446.94,7137
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","St. Lucie","FORT PIERCE",34953,29197.7,13275.74,2333.68,1422,7324.06,9709.37,0,1850,7310.37,27.2420429,-80.3881333,20240.11,22985.11,2745
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","St. Lucie","FORT PIERCE",34954,61126.02,50230.53,19125,2745,27262.53,43290.22,0,8861,33331.22,27.4471979,-80.3416419,91324.75,93520.75,2196
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","St. Lucie","FORT PIERCE",34981,912866.2,300644.43,117312.37,18601,147365.5,376960.11,0,120527,233924.11,27.3980151,-80.3714326,637729.98,677604.54,39874
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","St. Lucie","FORT PIERCE",34982,9796289.71,3555982.35,1544493.53,244876,1467637.65,1473658.75,1146.41,400168,948474.38,27.3646705,-80.3101684,4606795.97,5029641.1,422845
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","St. Lucie","FORT PIERCE",34983,46567.17,15565.93,3054.84,0,9766.09,5910.1,0,873,4488.1,27.3212214,-80.3547286,18182.03,21476.03,3294
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","St. Lucie","FORT PIERCE",34986,3899.42,0,0,0,0,9801.26,0,549,8703.26,27.3258344,-80.4215246,9252.26,9801.26,549
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33401,1705699.22,1077992.25,541189.06,168543,322876.18,1901737.61,143.52,541276,1251103.59,26.7153474,-80.0533253,2825131.35,2979729.86,154598
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33403,430599.69,222823.15,99231.2,21843,84458.95,384169.14,0,115992,241972.38,26.8070321,-80.0814292,563497.53,606992.29,43494
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33404,1266370.43,763215.99,421525.98,133008,165154.21,1027547.39,0,333408,613982.47,26.7712632,-80.0702555,1667078.66,1790763.38,123684
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33405,1919256.36,1155014.03,504528.48,156958,427513.81,447254.45,0,165026,239874.26,26.6654996,-80.0590804,1493900.55,1602268.48,108367
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33406,2294358.49,1105173.01,300148.19,113759.51,603485.31,552734.15,0,179642,321887.15,26.6561841,-80.0926014,1518922.16,1657907.16,138985
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33407,2923730.17,1649454.37,787914.48,244982,511708.9,2801382.92,2222.4,971822.27,1700945.72,26.7619563,-80.1037721,4219595.77,4450837.29,231241
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33408,22431.72,12396.06,5170.69,0,5230.37,0,0,0,0,26.8404331,-80.0590804,10401.06,12396.06,1995
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33409,2291636.15,1120064.8,576859.59,119722,344551.02,863832.54,0,296119,505849.15,26.7152999,-80.1037721,1843100.76,1983897.34,140796
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33410,1005912.01,439788.02,197714.76,38405,181723.26,101874.24,0,36531,58001.06,26.8598894,-80.0870155,512375.08,541662.26,29287
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33411,2228617.84,787718.33,138924.23,41676,557617.04,405875.57,0,102308,275740.6,26.7044143,-80.1986649,1116265.87,1193593.9,77328
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33412,1231842.39,415488,68631.06,15147,307104.94,14402.46,0,3830,8910.66,26.8008354,-80.2432839,403623.66,429890.46,26266
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33413,790335.94,291807.4,55552.93,13435,203807.47,106345.55,1486.6,21243,72141.05,26.6608604,-80.1596041,367666.05,398152.95,30486
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33414,116751.73,69956.02,3782.64,10371,53341.18,22864.35,0,10731,10803.35,26.6374761,-80.2432839,89029.17,92820.37,3791
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33415,4596724.35,2612275.99,1277253.06,343386,842428.79,1091539.4,817.6,390575,601791.55,26.6530817,-80.1316927,3456252,3703815.39,247563
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33416,2144.77,2911.75,0,0,1581.75,4812.4,0,2976,1836.4,26.6664174,-80.0894977,6394.15,7724.15,1330
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33417,3438081.29,1765893.81,947155.9,242600,466843.81,1266594.53,8065.99,445642,727275.57,26.716863,-80.1261093,2837583.27,3032488.34,194905
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33418,712089.36,254620.46,30306.41,6014,203532.51,21899.72,0,2976,16263.72,26.8645934,-80.1540226,259092.64,276520.18,17427
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Palm Beach","WEST PALM BEACH",33419,6731.19,5765,5100,0,0,0,0,0,0,26.7812036,-80.0826184,5100,5765,665
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Pasco","CRYSTAL SPRINGS",33524,3597.51,2671.44,2041.44,0,0,630,0,0,0,28.178035,-82.158191,2041.44,3301.44,1260
"9/4/04","9/3/04","10/8/04","Major Disaster","Florida","Hurricane","4/10/23",4,"FL","Pasco","DADE CITY",33523,571833.81,403313.99,164873.52,75809,156331.47,156954.79,0,59372,92930.87,28.3647248,-82.1959178,549316.86,560268.78,10951
